affiliation_name,dmp_id,is_pilot_dmp,is_a_match,notes,provenance,related_work,type,publisher,container,publication_date,title,location,authors,weighted_score
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,crossref,https://doi.org/10.1016/j.ijms.2015.08.021,article,Elsevier BV,"[""International Journal of Mass Spectrometry""]",2015-11,Probing asymmetric charge partitioning of protein oligomers during tandem mass spectrometry,"vol: 390, pgs: 132-136",Philip D. Compton | Luca Fornelli | Neil L. Kelleher | Owen S. Skinner,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,openalex,https://doi.org/10.1016/j.ijms.2015.08.021,article,Elsevier BV,International Journal of Mass Spectrometry,2015-11-01,Probing asymmetric charge partitioning of protein oligomers during tandem mass spectrometry,"vol: 390, pgs: 132-136",Philip D. Compton | Luca Fornelli | Neil L. Kelleher | Owen S. Skinner,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1016/j.ijms.2021.116591,article,Elsevier BV,"[""International Journal of Mass Spectrometry""]",2021-07,Reassembling protein complexes after controlled disassembly by top-down mass spectrometry in native mode,"vol: 465, pgs: 116591",Luis F. Schachner | Denise P. Tran | Alexander S. Lee | John P. McGee | Kevin Jooss | Kenneth R. Durbin | Henrique S. Seckler | Lauren Adams | Erika N. Cline | Rafael D. Melani | Ashley N. Ives | Benjamin Des Soye | Neil L. Kelleher | Steven M. Patrie,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1016/j.ijms.2021.116591,article,Elsevier BV,International Journal of Mass Spectrometry,2021-07-01,Reassembling protein complexes after controlled disassembly by top-down mass spectrometry in native mode,"vol: 465, pgs: 116591-116591",Luis F. Schachner | Denise P. Tran | Alexander S. Lee | John P. McGee | Kevin Jooß | Kenneth R. Durbin | Henrique S. Seckler | Lauren M. Adams | Erika N. Cline | Rafael D. Melani | Ashley N. Ives | Benjamin J. Des Soye | Neil L. Kelleher | Steven M. Patrie,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,crossref,https://doi.org/10.1016/j.jprot.2015.04.025,article,Elsevier BV,"[""Journal of Proteomics""]",2016-02,Targeted analysis of recombinant NF kappa B (RelA/p65) by denaturing and native top down mass spectrometry,"vol: 134, pgs: 76-84",John Paul Savaryn | Owen S. Skinner | Luca Fornelli | Ryan T. Fellers | Philip D. Compton | Scott S. Terhune | Mike M. Abecassis | Neil L. Kelleher,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,openalex,https://doi.org/10.1016/j.jprot.2015.04.025,article,Elsevier BV,Journal of Proteomics,2016-02-01,Targeted analysis of recombinant NF kappa B (RelA/p65) by denaturing and native top down mass spectrometry,"vol: 134, pgs: 76-84",John P. Savaryn | Owen S. Skinner | Luca Fornelli | Ryan T. Fellers | Philip D. Compton | Scott S. Terhune | Mike M Abecassis | Neil L. Kelleher,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1016/j.molcel.2021.08.006,article,Elsevier BV,"[""Molecular Cell""]",2021-11,SPT5 stabilization of promoter-proximal RNA polymerase II,"vol: 81, iss: 21, pgs: 4413-4424.e5",Yuki Aoi | Yoh-hei Takahashi | Avani P. Shah | Marta Iwanaszko | Emily J. Rendleman | Nabiha H. Khan | Byoung-Kyu Cho | Young Ah Goo | Sheetal Ganesan | Neil L. Kelleher | Ali Shilatifard,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1016/j.molcel.2021.08.006,article,Elsevier BV,Molecular Cell,2021-11-01,SPT5 stabilization of promoter-proximal RNA polymerase II,"vol: 81, iss: 21, pgs: 4413-4424.e5",Yuki Aoi | Yoh-hei Takahashi | Avani P. Shah | Marta Iwanaszko | Emily J. Rendleman | Nabiha Khan | Byoung-Kyu Cho | Young Ah Goo | Sheetal Ganesan | Neil L. Kelleher | Ali Shilatifard,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1021/acs.analchem.1c00402,article,American Chemical Society (ACS),"[""Analytical Chemistry""]",2021-04-12,Deeper Protein Identification Using Field Asymmetric Ion Mobility Spectrometry in Top-Down Proteomics,"vol: 93, iss: 16, pgs: 6323-6328",Vincent R. Gerbasi | Rafael D. Melani | Susan E. Abbatiello | Michael W. Belford | Romain Huguet | John P. McGee | Dawson Dayhoff | Paul M. Thomas | Neil L. Kelleher,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1021/acs.analchem.1c00402,article,American Chemical Society,Analytical Chemistry,2021-04-12,Deeper Protein Identification Using Field Asymmetric Ion Mobility Spectrometry in Top-Down Proteomics,"vol: 93, iss: 16, pgs: 6323-6328",Vincent R. Gerbasi | Rafael D. Melani | Susan E. Abbatiello | Michael W. Belford | Romain Huguet | John P. McGee | Dawson Dayhoff | Paul M. Thomas | Neil L. Kelleher,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1021/acs.analchem.7b04108,article,American Chemical Society (ACS),"[""Analytical Chemistry""]",2018-02-26,Top-Down Proteomics Enables Comparative Analysis of Brain Proteoforms Between Mouse Strains,"vol: 90, iss: 6, pgs: 3802-3810",Roderick G. Davis | Hae-Min Park | Kyunggon Kim | Joseph B. Greer | Ryan T. Fellers | Richard D. LeDuc | Elena V. Romanova | Stanislav S. Rubakhin | Jonathan A. Zombeck | Cong Wu | Peter M. Yau | Peng Gao | Alexandra J. van Nispen | Steven M. Patrie | Paul M. Thomas | Jonathan V. Sweedler | Justin S. Rhodes | Neil L. Kelleher,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1021/acs.analchem.7b04108,article,American Chemical Society,Analytical Chemistry,2018-02-26,Top-Down Proteomics Enables Comparative Analysis of Brain Proteoforms Between Mouse Strains,"vol: 90, iss: 6, pgs: 3802-3810",Roderick G. Davis | Hae Min Park | Kyunggon Kim | Joseph B. Greer | Ryan T. Fellers | Richard D. LeDuc | Elena V. Romanova | Stanislav S. Rubakhin | Jonathan A. Zombeck | Cong Wu | Peter M. Yau | Peng Gao | Alexandra Johanna Van Nispen | Steven M. Patrie | Paul M. Thomas | Jonathan V. Sweedler | Justin S. Rhodes | Neil L. Kelleher,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1021/acs.analchem.8b01638,article,American Chemical Society (ACS),"[""Analytical Chemistry""]",2018-06-20,The Value of Activated Ion Electron Transfer Dissociation for High-Throughput Top-Down Characterization of Intact Proteins,"vol: 90, iss: 14, pgs: 8553-8560",Nicholas M. Riley | Jacek W. Sikora | Henrique S. Seckler | Joseph B. Greer | Ryan T. Fellers | Richard D. LeDuc | Michael S. Westphall | Paul M. Thomas | Neil L. Kelleher | Joshua J. Coon,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1021/acs.analchem.8b01638,article,American Chemical Society,Analytical Chemistry,2018-06-20,The Value of Activated Ion Electron Transfer Dissociation for High-Throughput Top-Down Characterization of Intact Proteins,"vol: 90, iss: 14, pgs: 8553-8560",Nicholas M. Riley | Jacek Sikora | Henrique S. Seckler | Joseph B. Greer | Ryan T. Fellers | Richard D. LeDuc | Michael S. Westphall | Paul M. Thomas | Neil L. Kelleher | Joshua J. Coon,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,crossref,https://doi.org/10.1021/acs.biochem.7b00499,article,American Chemical Society (ACS),"[""Biochemistry""]",2017-09-06,Selective Targeting by a Mechanism-Based Inactivator against Pyridoxal 5′-Phosphate-Dependent Enzymes: Mechanisms of Inactivation and Alternative Turnover,"vol: 56, iss: 37, pgs: 4951-4961",Romila Mascarenhas | Hoang V. Le | Kenneth D. Clevenger | Helaina J. Lehrer | Dagmar Ringe | Neil L. Kelleher | Richard B. Silverman | Dali Liu,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,no,Grant number NOT in Acknowledgements - other grants listed,openalex,https://doi.org/10.1021/acs.biochem.7b00499,article,American Chemical Society,Biochemistry,2017-09-06,Selective Targeting by a Mechanism-Based Inactivator against Pyridoxal 5′-Phosphate-Dependent Enzymes: Mechanisms of Inactivation and Alternative Turnover,"vol: 56, iss: 37, pgs: 4951-4961",Romila Mascarenhas | Hoang V. Le | Kenneth D. Clevenger | Helaina J. Lehrer | Dagmar Ringe | Neil L. Kelleher | Richard B. Silverman | Dali Liu,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1021/acs.jproteome.1c00771,article,American Chemical Society (ACS),"[""Journal of Proteome Research""]",2022-03-15,Proteomics Standards Initiative’s ProForma 2.0: Unifying the Encoding of Proteoforms and Peptidoforms,"vol: 21, iss: 4, pgs: 1189-1195",Richard D. LeDuc | Eric W. Deutsch | Pierre-Alain Binz | Ryan T. Fellers | Anthony J. Cesnik | Joshua A. Klein | Tim Van Den Bossche | Ralf Gabriels | Arshika Yalavarthi | Yasset Perez-Riverol | Jeremy Carver | Wout Bittremieux | Shin Kawano | Benjamin Pullman | Nuno Bandeira | Neil L. Kelleher | Paul M. Thomas | Juan Antonio Vizcaíno,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1021/acs.jproteome.1c00771,article,American Chemical Society,Journal of Proteome Research,2022-03-15,Proteomics Standards Initiative’s ProForma 2.0: Unifying the Encoding of Proteoforms and Peptidoforms,"vol: 21, iss: 4, pgs: 1189-1195",Richard D. LeDuc | Eric W. Deutsch | Pierre‐Alain Binz | Ryan T. Fellers | Anthony J. Cesnik | Joshua Klein | Tim Van Den Bossche | Ralf Gabriels | Arshika Yalavarthi | Yasset Pérez‐Riverol | Jeremy Carver | Wout Bittremieux | Shin Kawano | Benjamin Pullman | Nuno Bandeira | Neil L. Kelleher | Paul M. Thomas | Juan Antonio Vizcaíno,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1021/acs.jproteome.1c00882,article,American Chemical Society (ACS),"[""Journal of Proteome Research""]",2021-12-08,Next-Generation Serology by Mass Spectrometry: Readout of the SARS-CoV-2 Antibody Repertoire,"vol: 21, iss: 1, pgs: 274-288",Rafael D. Melani | Benjamin J. Des Soye | Jared O. Kafader | Eleonora Forte | Michael Hollas | Voislav Blagojevic | Fernanda Negrão | John P. McGee | Bryon Drown | Cameron Lloyd-Jones | Henrique S. Seckler | Jeannie M. Camarillo | Philip D. Compton | Richard D. LeDuc | Bryan Early | Ryan T. Fellers | Byoung-Kyu Cho | Basil Baby Mattamana | Young Ah Goo | Paul M. Thomas | Michelle K. Ash | Pavan P. Bhimalli | Lena Al-Harthi | Beverly E. Sha | Jeffrey R. Schneider | Neil L. Kelleher,15
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1021/acs.jproteome.1c00882,article,American Chemical Society,Journal of Proteome Research,2021-12-08,Next-Generation Serology by Mass Spectrometry: Readout of the SARS-CoV-2 Antibody Repertoire,"vol: 21, iss: 1, pgs: 274-288",Rafael D. Melani | Benjamin J. Des Soye | Jared O. Kafader | Eleonora Forte | Michael A. R. Hollas | Voislav Blagojevic | Fernanda Negrão | John P. McGee | Bryon Drown | Cameron Lloyd-Jones | Henrique S. Seckler | Jeannie M. Camarillo | Philip D. Compton | Richard D. LeDuc | Bryan P. Early | Ryan T. Fellers | Byoung-Kyu Cho | Basil Baby Mattamana | Young Ah Goo | Paul M. Thomas | Michelle K. Ash | Pavan P. Bhimalli | Lena Al‐Harthi | Beverly E. Sha | John C. Schneider | Neil L. Kelleher,15
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1021/acs.jproteome.1c00894,article,American Chemical Society (ACS),"[""Journal of Proteome Research""]",2022-02-27,Putting Humpty Dumpty Back Together Again: What Does Protein Quantification Mean in Bottom-Up Proteomics?,"vol: 21, iss: 4, pgs: 891-898",Deanna L. Plubell | Lukas Käll | Bobbie-Jo Webb-Robertson | Lisa M. Bramer | Ashley Ives | Neil L. Kelleher | Lloyd M. Smith | Thomas J. Montine | Christine C. Wu | Michael J. MacCoss,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1021/acs.jproteome.1c00894,article,American Chemical Society,Journal of Proteome Research,2022-02-27,Putting Humpty Dumpty Back Together Again: What Does Protein Quantification Mean in Bottom-Up Proteomics?,"vol: 21, iss: 4, pgs: 891-898",Deanna Plubell | Lukas Käll | Bobbie‐Jo Webb‐Robertson | Lisa Bramer | Ashley N. Ives | Neil L. Kelleher | Lloyd M. Smith | Thomas J. Montine | Christine Wu Nordahl | Michael J. MacCoss,10
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1021/acs.jproteome.3c00353,article,American Chemical Society (ACS),"[""Journal of Proteome Research""]",2023-10-17,Amyloid β Proteoforms Elucidated by Quantitative LC/MS in the 5xFAD Mouse Model of Alzheimer’s Disease,"vol: 22, iss: 11, pgs: 3475-3488",Soumya Kandi | Erika N. Cline | Brianna M. Rivera | Kirsten L. Viola | Jiuhe Zhu | Carlo Condello | Richard D. LeDuc | William L. Klein | Neil L. Kelleher | Steven M. Patrie,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1021/acs.jproteome.3c00353,article,American Chemical Society,Journal of Proteome Research,2023-10-17,Amyloid β Proteoforms Elucidated by Quantitative LC/MS in the 5xFAD Mouse Model of Alzheimer’s Disease,"vol: 22, iss: 11, pgs: 3475-3488",Soumya Kandi | Erika N. Cline | Brianna M. Rivera | Kirsten L. Viola | Jiuhe Zhu | Carlo Condello | Richard D. LeDuc | William L. Klein | Neil L. Kelleher | Steven M. Patrie,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,crossref,https://doi.org/10.1021/acs.jproteome.6b00696,article,American Chemical Society (ACS),"[""Journal of Proteome Research""]",2016-12-12,Identification and Characterization of Human Proteoforms by Top-Down LC-21 Tesla FT-ICR Mass Spectrometry,"vol: 16, iss: 2, pgs: 1087-1096",Lissa C. Anderson | Caroline J. DeHart | Nathan K. Kaiser | Ryan T. Fellers | Donald F. Smith | Joseph B. Greer | Richard D. LeDuc | Greg T. Blakney | Paul M. Thomas | Neil L. Kelleher | Christopher L. Hendrickson,12
Northwestern University,https://doi.org/10.48321/D10B3E54E4,TRUE,yes,Grant number in Acknowledgements,openalex,https://doi.org/10.1021/acs.jproteome.6b00696,article,American Chemical Society,Journal of Proteome Research,2016-12-12,Identification and Characterization of Human Proteoforms by Top-Down LC-21 Tesla FT-ICR Mass Spectrometry,"vol: 16, iss: 2, pgs: 1087-1096",Lissa C. Anderson | Caroline J. DeHart | Nathan K. Kaiser | Ryan T. Fellers | Donald F. Smith | Joseph B. Greer | Richard D. LeDuc | Greg T. Blakney | Paul M. Thomas | Neil L. Kelleher | Christopher L. Hendrickson,12
